Timestamp,"1. Age
Example: 23 [Restricted to 19ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½","  2. Gender
Example: Male  ","3. Study_Hours (per day) 
Example: 3","4. Class_Attendance (%) 
Example: 85 ","5. Tuition (Private Coaching) 
Example: Yes","6. Exam_Frequency (per semester) 
Example: 4",7. Assignment_Load (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"8. Sleep_Hours (per day) 
Example: 6","9. Physical_Exercise (hours per week) 
Example: 2 ","10. Social_Media_Use (hours per day) 
Example: 3","11. Screen_Time (hours per day) 
Example: 6 ","12. Family_Income_Level 
Example: Middle",13. Peer_Pressure (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,14. Family_Support (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15. Anxiety_Level (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"16. University_Type 
Example: Public University",17. Stress_Score (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"18. Stress_Level 
Example: Moderate"
2025/11/26 09:23:44 AM GMT+6,21,Female,9,41,No,2,6,6,Yes,7,5,Medium,1,9,4,Private University,7,Low
2025/11/26 10:00:13 AM GMT+6,23,Male,6,40,Yes,8,9,8,Yes,1,10,Low,1,6,5,National University,17,Medium
2025/11/26 10:36:41 AM GMT+6,19,Male,2,56,No,4,4,9,No,5,11,Low,4,1,9,National University,23,High
2025/11/26 11:13:10 AM GMT+6,21,Female,5,55,No,7,3,7,Yes,3,9,High,4,3,9,National University,19,Medium
2025/11/26 11:49:39 AM GMT+6,19,Female,9,53,No,1,4,5,No,5,3,Medium,1,6,2,National University,4,Low
2025/11/26 12:26:08 PM GMT+6,22,Female,6,72,No,7,9,9,Yes,7,8,Medium,1,8,6,Public University,18,Medium
2025/11/26 01:02:36 PM GMT+6,20,Female,1,76,Yes,4,3,7,No,2,6,Low,6,9,7,Private University,6,Low
2025/11/26 01:39:05 PM GMT+6,22,Male,5,70,No,7,4,7,No,5,8,Medium,8,7,6,Public University,16,Medium
2025/11/26 02:15:34 PM GMT+6,24,Female,3,45,Yes,8,7,4,Yes,7,4,Medium,1,5,4,Private University,19,Medium
2025/11/26 02:52:03 PM GMT+6,24,Male,0,47,Yes,1,3,5,Yes,2,2,Medium,8,6,4,Private University,-1,Low
2025/11/26 03:28:32 PM GMT+6,19,Male,7,41,No,4,4,8,Yes,4,6,High,2,8,1,Private University,1,Low
2025/11/26 04:05:00 PM GMT+6,23,Male,5,54,Yes,5,1,4,Yes,2,5,Medium,1,4,5,National University,8,Low
2025/11/26 04:41:29 PM GMT+6,19,Female,3,56,Yes,9,2,9,No,7,9,Low,7,5,8,National University,21,High
2025/11/26 05:17:58 PM GMT+6,20,Male,5,64,No,9,5,7,No,4,2,Medium,9,3,7,Private University,17,Medium
2025/11/26 05:54:27 PM GMT+6,24,Male,2,58,Yes,4,8,9,No,2,11,Medium,7,9,9,National University,16,Medium
2025/11/26 06:30:55 PM GMT+6,22,Female,3,56,Yes,4,2,8,Yes,1,1,Low,5,7,8,National University,-1,Low
2025/11/26 07:07:24 PM GMT+6,22,Male,3,51,No,7,8,9,Yes,1,1,Low,3,2,8,Public University,12,Medium
2025/11/26 07:43:53 PM GMT+6,23,Male,4,99,No,2,2,6,No,7,8,Medium,3,4,4,Public University,13,Medium
2025/11/26 08:20:22 PM GMT+6,20,Male,3,48,Yes,4,2,6,Yes,7,1,Medium,8,3,3,Public University,6,Low
2025/11/26 08:56:51 PM GMT+6,24,Female,9,42,No,9,8,5,Yes,4,6,High,1,4,5,Private University,21,High
2025/11/26 09:33:19 PM GMT+6,22,Male,1,93,No,8,9,6,Yes,0,8,Medium,6,4,6,National University,19,Medium
2025/11/26 10:09:48 PM GMT+6,22,Female,6,53,No,1,5,9,Yes,7,9,Low,3,9,3,Public University,5,Low
2025/11/26 10:46:17 PM GMT+6,22,Female,4,43,Yes,7,3,9,No,2,11,Medium,8,7,2,Public University,9,Low
2025/11/26 11:22:46 PM GMT+6,20,Female,1,86,No,8,5,8,Yes,1,3,Medium,4,2,6,Public University,11,Medium
2025/11/26 11:59:15 PM GMT+6,24,Male,3,55,Yes,2,3,9,Yes,3,8,High,9,1,8,Public University,12,Medium
2025/11/27 12:35:43 AM GMT+6,23,Female,4,47,Yes,9,7,8,Yes,1,9,Low,6,2,1,Private University,15,Medium
2025/11/27 01:12:12 AM GMT+6,24,Male,8,75,Yes,2,4,5,No,0,1,Medium,1,9,6,National University,-1,Low
2025/11/27 01:48:41 AM GMT+6,21,Male,7,71,Yes,1,2,7,No,6,5,Medium,7,2,2,Private University,7,Low
2025/11/27 02:25:10 AM GMT+6,19,Male,9,85,Yes,7,2,7,No,5,1,Low,5,1,6,Public University,13,Medium
2025/11/27 03:01:38 AM GMT+6,24,Male,2,98,No,9,2,8,Yes,0,5,Low,3,5,9,Public University,10,Low
2025/11/27 03:38:07 AM GMT+6,23,Female,3,91,No,4,1,4,No,7,1,Medium,8,6,7,Private University,10,Low
2025/11/27 04:14:36 AM GMT+6,24,Male,8,75,Yes,9,9,7,No,5,9,High,5,5,3,Private University,23,High
2025/11/27 04:51:05 AM GMT+6,23,Female,6,68,Yes,8,6,7,No,6,6,Low,2,4,8,National University,23,High
2025/11/27 05:27:34 AM GMT+6,23,Male,4,52,Yes,1,4,8,Yes,0,6,Medium,3,9,5,Private University,-3,Low
2025/11/27 06:04:02 AM GMT+6,19,Male,6,77,Yes,6,5,8,No,0,7,Medium,4,5,7,Public University,12,Medium
2025/11/27 06:40:31 AM GMT+6,21,Male,5,73,No,9,2,7,Yes,4,1,Medium,2,6,9,Public University,10,Low
2025/11/27 07:17:00 AM GMT+6,19,Female,6,54,No,5,7,7,No,5,4,Medium,8,7,3,National University,10,Low
2025/11/27 07:53:29 AM GMT+6,20,Female,9,55,Yes,8,3,5,No,3,4,High,7,9,6,Public University,10,Low
2025/11/27 08:29:57 AM GMT+6,20,Female,2,66,Yes,3,9,8,No,0,7,Medium,2,6,4,Public University,9,Low
2025/11/27 09:06:26 AM GMT+6,21,Female,3,71,Yes,8,4,4,No,5,6,Medium,4,5,8,Public University,22,High
2025/11/27 09:42:55 AM GMT+6,22,Male,9,96,Yes,7,8,5,Yes,1,11,Medium,3,7,4,Public University,17,Medium
2025/11/27 10:19:24 AM GMT+6,24,Male,9,44,Yes,5,7,9,Yes,1,2,High,4,6,5,National University,3,Low
2025/11/27 10:55:53 AM GMT+6,21,Female,8,49,No,3,1,7,No,5,6,Medium,4,8,3,Public University,3,Low
2025/11/27 11:32:21 AM GMT+6,23,Female,9,48,No,6,9,8,No,1,1,Low,7,4,8,National University,13,Medium
2025/11/27 12:08:50 PM GMT+6,21,Female,8,93,No,3,3,7,No,0,7,Low,3,8,9,Public University,7,Low
2025/11/27 12:45:19 PM GMT+6,23,Male,8,96,No,1,3,5,No,3,11,Medium,9,3,8,National University,18,Medium
2025/11/27 01:21:48 PM GMT+6,23,Male,8,75,No,8,1,8,No,6,6,Low,2,6,7,Private University,14,Medium
2025/11/27 01:58:16 PM GMT+6,19,Female,9,60,Yes,9,8,4,Yes,1,3,Low,7,9,1,Private University,7,Low
2025/11/27 02:34:45 PM GMT+6,20,Male,9,75,Yes,2,6,5,No,2,9,Low,8,1,3,National University,16,Medium
2025/11/27 03:11:14 PM GMT+6,21,Female,9,99,Yes,9,7,4,No,0,9,Medium,3,5,4,National University,20,Medium
2025/11/27 03:47:43 PM GMT+6,21,Male,3,82,No,1,8,7,No,7,1,Medium,8,9,2,Public University,3,Low
2025/11/27 04:24:12 PM GMT+6,24,Male,6,76,No,2,4,5,No,6,7,Medium,5,3,5,National University,16,Medium
2025/11/27 05:00:40 PM GMT+6,22,Male,7,54,Yes,7,8,9,No,0,10,Medium,7,3,2,Public University,15,Medium
2025/11/27 05:37:09 PM GMT+6,21,Male,7,56,Yes,2,6,6,No,2,1,High,5,8,7,Public University,4,Low
2025/11/27 06:13:38 PM GMT+6,23,Female,7,68,No,3,1,6,No,2,3,High,3,4,7,Private University,6,Low
2025/11/27 06:50:07 PM GMT+6,22,Male,7,52,Yes,5,8,4,Yes,1,2,High,2,9,3,National University,4,Low
2025/11/27 07:26:35 PM GMT+6,23,Male,6,57,No,4,9,9,Yes,3,2,Medium,7,2,3,National University,8,Low
2025/11/27 08:03:04 PM GMT+6,21,Female,2,60,Yes,7,5,6,No,1,6,Low,2,3,6,Public University,16,Medium
2025/11/27 08:39:33 PM GMT+6,23,Female,5,66,Yes,2,8,6,Yes,6,3,Medium,5,9,1,Private University,3,Low
2025/11/27 09:16:02 PM GMT+6,23,Female,8,42,No,5,3,5,Yes,0,1,Medium,3,6,4,National University,0,Low
2025/11/27 09:52:31 PM GMT+6,22,Female,4,56,No,3,3,5,Yes,3,4,Low,9,7,7,Private University,6,Low
2025/11/27 10:28:59 PM GMT+6,23,Male,8,82,Yes,1,1,7,Yes,7,8,Medium,9,8,1,National University,1,Low
2025/11/27 11:05:28 PM GMT+6,21,Female,2,50,No,8,7,9,No,5,4,Low,4,3,4,Public University,16,Medium
2025/11/27 11:41:57 PM GMT+6,23,Female,5,81,No,3,5,8,Yes,5,10,High,5,3,2,Private University,12,Medium
2025/11/28 12:18:26 AM GMT+6,20,Male,2,93,Yes,4,8,4,No,0,7,Medium,7,3,8,Public University,20,Medium
2025/11/28 12:54:54 AM GMT+6,24,Female,3,89,No,6,7,9,No,2,4,Low,1,6,2,Private University,6,Low
2025/11/28 01:31:23 AM GMT+6,22,Female,5,75,Yes,8,2,6,No,4,4,Low,9,9,2,Private University,5,Low
2025/11/28 02:07:52 AM GMT+6,20,Male,9,86,Yes,2,9,5,No,2,1,Low,1,9,5,National University,5,Low
2025/11/28 02:44:21 AM GMT+6,23,Female,5,42,No,5,6,4,No,1,10,Low,7,6,9,Private University,21,High
2025/11/28 03:20:50 AM GMT+6,22,Female,5,77,No,5,2,5,No,2,4,High,8,8,9,National University,9,Low
2025/11/28 03:57:18 AM GMT+6,22,Female,9,89,Yes,3,9,7,No,1,8,Medium,2,7,3,Private University,10,Low
2025/11/28 04:33:47 AM GMT+6,20,Male,5,41,Yes,9,2,5,Yes,3,10,Medium,6,3,2,Private University,16,Medium
2025/11/28 05:10:16 AM GMT+6,24,Male,3,70,No,1,9,8,No,3,6,Low,1,9,1,Public University,3,Low
2025/11/28 05:46:45 AM GMT+6,24,Male,2,48,Yes,1,8,8,No,7,10,Medium,3,3,6,Private University,21,High
2025/11/28 06:23:14 AM GMT+6,23,Female,4,46,Yes,9,8,7,No,1,6,Medium,8,4,5,Private University,18,Medium
2025/11/28 06:59:42 AM GMT+6,20,Male,1,84,No,7,9,5,Yes,2,5,Low,8,3,5,National University,18,Medium
2025/11/28 07:36:11 AM GMT+6,23,Male,4,55,No,3,1,7,No,4,11,Medium,5,5,4,National University,11,Medium
2025/11/28 08:12:40 AM GMT+6,23,Female,2,49,Yes,7,7,9,No,5,1,Low,8,8,4,Private University,7,Low
2025/11/28 08:49:09 AM GMT+6,20,Female,5,68,No,4,5,7,Yes,7,4,Medium,9,1,3,Public University,13,Medium
2025/11/28 09:25:37 AM GMT+6,23,Male,3,72,Yes,1,4,7,Yes,2,2,Low,6,1,5,Private University,4,Low
2025/11/28 10:02:06 AM GMT+6,19,Male,0,66,Yes,9,8,9,No,5,7,Low,4,1,4,Private University,23,High
2025/11/28 10:38:35 AM GMT+6,20,Female,3,59,No,3,8,4,No,4,10,High,4,5,3,National University,19,Medium
2025/11/28 11:15:04 AM GMT+6,20,Female,9,56,Yes,1,6,9,No,6,9,High,1,1,3,National University,15,Medium
2025/11/28 11:51:33 AM GMT+6,24,Male,7,71,Yes,4,5,5,No,4,10,Low,9,8,8,National University,18,Medium
2025/11/28 12:28:01 PM GMT+6,24,Male,8,51,Yes,6,1,8,No,7,7,Medium,2,4,1,National University,10,Low
2025/11/28 01:04:30 PM GMT+6,20,Male,8,81,No,9,7,5,Yes,1,3,High,1,5,3,Private University,11,Medium
2025/11/28 01:40:59 PM GMT+6,19,Male,8,76,No,6,2,7,No,3,7,High,1,7,7,Public University,11,Medium
2025/11/28 02:17:28 PM GMT+6,23,Male,4,64,Yes,2,7,4,Yes,7,11,Low,1,4,2,Private University,19,Medium
2025/11/28 02:53:56 PM GMT+6,19,Female,7,59,No,9,2,4,No,5,9,Medium,6,9,7,National University,19,Medium
2025/11/28 03:30:25 PM GMT+6,20,Male,7,64,No,5,9,4,Yes,1,3,Medium,3,8,4,Private University,8,Low
2025/11/28 04:06:54 PM GMT+6,21,Male,4,82,Yes,7,4,9,No,7,10,Medium,6,6,7,Private University,20,Medium
2025/11/28 04:43:23 PM GMT+6,23,Male,2,90,No,1,2,4,No,7,4,High,5,8,2,Public University,4,Low
2025/11/28 05:19:52 PM GMT+6,20,Male,3,59,Yes,2,6,9,Yes,2,1,Medium,9,7,8,Public University,1,Low
2025/11/28 05:56:20 PM GMT+6,23,Female,2,99,No,3,1,5,Yes,6,11,Low,6,1,7,Public University,20,Medium
2025/11/28 06:32:49 PM GMT+6,21,Female,3,48,No,3,7,9,Yes,5,11,Medium,8,5,5,Public University,15,Medium
2025/11/28 07:09:18 PM GMT+6,20,Male,9,52,No,6,4,7,Yes,4,4,High,5,7,8,Public University,10,Low
2025/11/28 07:45:47 PM GMT+6,23,Female,6,86,No,3,8,4,Yes,4,5,Medium,6,4,1,Public University,11,Medium
2025/11/28 08:22:15 PM GMT+6,21,Male,4,56,No,5,2,4,No,1,1,Low,6,1,8,Private University,12,Medium
2025/11/28 08:58:44 PM GMT+6,22,Female,9,91,Yes,6,8,8,No,4,1,Medium,5,1,1,Public University,11,Medium
2025/11/28 09:35:13 PM GMT+6,21,Female,9,52,No,2,9,6,Yes,1,7,High,1,8,9,National University,12,Medium
2025/11/28 10:11:42 PM GMT+6,22,Female,2,80,No,7,7,4,Yes,1,9,High,3,3,5,National University,20,Medium
2025/11/28 10:48:11 PM GMT+6,21,Female,4,88,No,5,4,7,No,0,3,Medium,7,3,1,Private University,3,Low
2025/11/28 11:24:39 PM GMT+6,19,Male,0,66,No,6,6,4,No,7,5,Medium,2,6,2,Private University,16,Medium
2025/11/29 12:01:08 AM GMT+6,20,Male,1,56,No,8,5,5,Yes,0,7,Medium,7,7,5,National University,11,Medium
2025/11/29 12:37:37 AM GMT+6,22,Male,1,58,No,9,9,4,Yes,7,3,Medium,4,8,6,Private University,20,Medium
2025/11/29 01:14:06 AM GMT+6,22,Female,4,54,No,1,5,8,No,2,6,Medium,7,5,6,National University,7,Low
2025/11/29 01:50:34 AM GMT+6,23,Female,1,48,No,7,9,6,Yes,0,4,Low,3,6,8,National University,14,Medium
2025/11/29 02:27:03 AM GMT+6,21,Female,6,79,No,8,9,8,No,4,9,Low,8,4,2,Public University,20,Medium
2025/11/29 03:03:32 AM GMT+6,20,Female,6,86,No,2,2,5,Yes,5,4,Medium,3,7,1,Private University,0,Low
2025/11/29 03:40:01 AM GMT+6,19,Male,8,92,No,9,7,4,No,5,8,Medium,9,9,2,National University,18,Medium
2025/11/29 04:16:30 AM GMT+6,20,Male,2,67,No,8,5,7,Yes,3,5,Medium,1,8,1,National University,5,Low
2025/11/29 04:52:58 AM GMT+6,20,Female,8,74,Yes,9,3,7,No,4,4,Low,9,5,2,Private University,10,Low
2025/11/29 05:29:27 AM GMT+6,23,Female,4,58,No,5,1,7,Yes,2,4,High,1,9,7,Private University,1,Low
2025/11/29 06:05:56 AM GMT+6,20,Male,9,66,Yes,3,6,6,No,4,5,High,4,6,2,Private University,8,Low
2025/11/29 06:42:25 AM GMT+6,20,Female,6,55,No,7,3,7,Yes,0,2,High,2,3,7,National University,7,Low
2025/11/29 07:18:53 AM GMT+6,20,Female,0,89,Yes,4,4,5,No,2,5,Medium,4,3,1,Public University,8,Low
2025/11/29 07:55:22 AM GMT+6,20,Female,3,67,Yes,7,5,7,Yes,7,1,High,3,1,8,National University,18,Medium
2025/11/29 08:31:51 AM GMT+6,22,Male,0,49,No,4,6,9,No,7,11,Medium,8,3,8,Public University,24,High
2025/11/29 09:08:20 AM GMT+6,22,Male,3,63,No,7,4,8,No,7,2,Low,9,8,3,Private University,7,Low
2025/11/29 09:44:49 AM GMT+6,20,Male,4,65,No,7,4,6,Yes,4,2,High,6,1,8,Public University,16,Medium
2025/11/29 10:21:17 AM GMT+6,21,Male,4,80,Yes,4,3,9,Yes,0,10,Low,7,9,8,National University,5,Low
2025/11/29 10:57:46 AM GMT+6,23,Female,3,50,Yes,7,1,8,Yes,6,6,Medium,8,2,1,National University,9,Low
2025/11/29 11:34:15 AM GMT+6,20,Male,8,48,Yes,6,6,9,No,4,4,Medium,3,7,6,Public University,10,Low
2025/11/29 12:10:44 PM GMT+6,19,Female,0,45,Yes,4,2,9,No,1,2,Medium,4,6,2,Public University,-4,Low
2025/11/29 12:47:13 PM GMT+6,24,Male,3,74,No,2,2,9,No,2,1,High,4,5,1,Private University,-6,Low
2025/11/29 01:23:41 PM GMT+6,20,Male,7,83,Yes,3,3,7,No,7,3,Medium,2,4,7,National University,12,Medium
2025/11/29 02:00:10 PM GMT+6,21,Female,5,87,Yes,4,1,7,No,6,2,Medium,4,9,9,Private University,6,Low
2025/11/29 02:36:39 PM GMT+6,23,Female,6,76,No,2,7,9,Yes,4,10,Medium,7,1,9,Public University,20,Medium
2025/11/29 03:13:08 PM GMT+6,19,Female,2,50,No,2,1,5,Yes,0,11,Low,4,3,8,National University,12,Medium
2025/11/29 03:49:36 PM GMT+6,20,Male,4,50,No,3,7,9,No,7,3,Low,2,2,7,National University,16,Medium
2025/11/29 04:26:05 PM GMT+6,23,Female,5,58,No,9,1,8,No,3,2,Low,2,4,4,Private University,7,Low
2025/11/29 05:02:34 PM GMT+6,23,Male,1,86,No,9,3,6,Yes,1,3,Low,4,9,7,Public University,6,Low
2025/11/29 05:39:03 PM GMT+6,22,Female,1,75,Yes,2,3,7,No,5,9,Low,5,2,2,Public University,12,Medium
2025/11/29 06:15:32 PM GMT+6,21,Male,6,79,Yes,6,1,4,Yes,6,7,Medium,6,2,9,Public University,21,High
2025/11/29 06:52:00 PM GMT+6,21,Male,4,69,Yes,6,5,5,No,0,3,Medium,8,1,5,Public University,13,Medium
2025/11/29 07:28:29 PM GMT+6,21,Female,6,77,Yes,7,4,8,Yes,2,3,Medium,6,4,6,National University,8,Low
2025/11/29 08:04:58 PM GMT+6,23,Male,2,99,Yes,3,8,4,Yes,3,11,Medium,6,9,4,Private University,14,Medium
2025/11/29 08:41:27 PM GMT+6,22,Male,5,72,No,6,7,4,No,5,8,Medium,8,3,1,National University,20,Medium
2025/11/29 09:17:55 PM GMT+6,22,Male,7,45,Yes,9,1,4,No,1,6,Medium,6,6,9,Private University,16,Medium
2025/11/29 09:54:24 PM GMT+6,23,Male,0,95,No,3,2,6,No,5,9,High,3,1,4,Private University,16,Medium
2025/11/29 10:30:53 PM GMT+6,20,Female,1,42,Yes,2,4,7,Yes,7,8,Low,8,3,5,National University,14,Medium
2025/11/29 11:07:22 PM GMT+6,20,Female,3,70,Yes,3,9,7,Yes,2,9,Medium,5,1,4,Private University,17,Medium
2025/11/29 11:43:51 PM GMT+6,21,Female,7,48,No,1,6,5,Yes,5,4,Low,8,5,7,Private University,11,Medium
2025/11/30 12:20:19 AM GMT+6,24,Female,9,65,No,3,7,6,Yes,4,8,Medium,8,3,8,Public University,19,Medium
2025/11/30 12:56:48 AM GMT+6,23,Male,1,85,No,7,4,4,Yes,2,10,Medium,2,7,8,National University,18,Medium
2025/11/30 01:33:17 AM GMT+6,23,Female,4,49,No,4,3,6,No,6,8,Medium,6,1,6,Public University,20,Medium
2025/11/30 02:09:46 AM GMT+6,21,Female,1,45,No,6,2,9,No,5,10,Low,2,6,6,National University,14,Medium
2025/11/30 02:46:14 AM GMT+6,23,Male,7,42,No,5,4,6,Yes,0,1,Low,9,2,7,Public University,7,Low
2025/11/30 03:22:43 AM GMT+6,24,Male,4,66,No,9,6,7,Yes,3,10,Medium,5,7,6,Public University,18,Medium
2025/11/30 03:59:12 AM GMT+6,23,Female,5,45,No,1,5,9,Yes,6,1,High,8,3,6,National University,5,Low
2025/11/30 04:35:41 AM GMT+6,19,Female,4,53,No,1,6,6,No,7,3,High,1,8,3,Public University,6,Low
2025/11/30 05:12:10 AM GMT+6,24,Male,8,75,Yes,2,7,7,No,4,2,Low,6,1,9,Public University,16,Medium
2025/11/30 05:48:38 AM GMT+6,20,Male,4,79,No,7,3,9,Yes,7,11,Low,2,6,1,National University,12,Medium
2025/11/30 06:25:07 AM GMT+6,19,Male,5,98,No,4,5,5,Yes,1,3,High,1,6,6,National University,6,Low
2025/11/30 07:01:36 AM GMT+6,24,Male,0,97,No,4,5,5,No,3,1,Medium,8,7,8,Private University,9,Low
2025/11/30 07:38:05 AM GMT+6,19,Female,0,92,No,3,5,6,Yes,0,7,Medium,7,6,3,Private University,4,Low
2025/11/30 08:14:33 AM GMT+6,22,Female,3,64,No,1,7,4,Yes,0,4,Medium,6,5,8,National University,9,Low
2025/11/30 08:51:02 AM GMT+6,19,Female,3,62,Yes,5,5,7,No,2,7,Medium,7,8,4,Public University,8,Low
2025/11/30 09:27:31 AM GMT+6,19,Female,0,65,Yes,5,3,6,No,7,1,Medium,5,6,7,Public University,11,Medium
2025/11/30 10:04:00 AM GMT+6,23,Female,1,82,No,1,6,8,Yes,2,5,Low,1,8,7,National University,3,Low
2025/11/30 10:40:29 AM GMT+6,20,Female,4,99,No,8,8,4,Yes,1,3,Medium,2,2,6,Private University,18,Medium
2025/11/30 11:16:57 AM GMT+6,20,Female,8,94,No,1,6,9,No,1,4,Medium,6,6,7,Public University,4,Low
2025/11/30 11:53:26 AM GMT+6,21,Male,3,43,No,5,3,5,Yes,1,7,High,9,6,3,Public University,6,Low
2025/11/30 12:29:55 PM GMT+6,23,Female,3,44,No,9,9,6,Yes,5,8,Low,8,6,8,Private University,25,High
2025/11/30 01:06:24 PM GMT+6,21,Female,4,66,Yes,6,2,8,No,6,11,Medium,4,8,7,National University,16,Medium
2025/11/30 01:42:52 PM GMT+6,24,Male,2,99,No,7,7,5,No,3,1,Medium,5,8,1,National University,6,Low
2025/11/30 02:19:21 PM GMT+6,22,Male,9,76,No,7,4,6,No,2,3,Medium,4,7,7,Private University,10,Low
2025/11/30 02:55:50 PM GMT+6,23,Female,7,97,No,6,7,5,No,4,9,High,3,9,8,Public University,20,Medium
2025/11/30 03:32:19 PM GMT+6,20,Male,7,96,No,4,7,8,Yes,0,5,Medium,8,3,7,Private University,10,Low
2025/11/30 04:08:48 PM GMT+6,23,Female,3,41,No,7,6,7,No,0,8,Medium,9,1,9,National University,22,High
2025/11/30 04:45:16 PM GMT+6,20,Female,3,78,No,2,5,9,Yes,4,7,Low,4,5,7,Public University,9,Low
2025/11/30 05:21:45 PM GMT+6,20,Male,2,57,No,4,6,8,No,3,2,Medium,6,9,4,Private University,2,Low
2025/11/30 05:58:14 PM GMT+6,19,Male,9,64,No,9,7,8,Yes,4,9,Low,4,2,3,Private University,20,Medium
2025/11/30 06:34:43 PM GMT+6,24,Female,6,70,No,9,7,8,No,4,10,High,1,3,4,Private University,23,High
2025/11/30 07:11:12 PM GMT+6,21,Male,6,72,Yes,5,5,5,No,4,8,Low,9,7,4,National University,14,Medium
2025/11/30 07:47:40 PM GMT+6,21,Male,4,92,No,3,1,4,No,4,4,Low,2,1,9,National University,16,Medium
2025/11/30 08:24:09 PM GMT+6,20,Male,6,96,No,2,2,7,No,6,1,Low,3,5,8,National University,7,Low
2025/11/30 09:00:38 PM GMT+6,24,Female,2,49,Yes,6,9,4,Yes,7,5,Low,5,6,1,Private University,16,Medium
2025/11/30 09:37:07 PM GMT+6,21,Female,0,66,No,8,1,9,Yes,2,9,Medium,8,8,1,Private University,2,Low
2025/11/30 10:13:35 PM GMT+6,22,Male,0,89,No,7,3,6,Yes,5,5,Low,7,1,9,Private University,20,Medium
2025/11/30 10:50:04 PM GMT+6,22,Male,0,69,No,7,2,4,Yes,6,6,Medium,7,8,8,Private University,15,Medium
2025/11/30 11:26:33 PM GMT+6,19,Male,4,42,Yes,1,5,8,Yes,5,10,High,4,7,2,National University,6,Low
2025/12/01 12:03:02 AM GMT+6,21,Male,2,51,No,4,1,8,Yes,6,3,Medium,2,2,4,Public University,6,Low
2025/12/01 12:39:31 AM GMT+6,20,Male,8,87,Yes,5,4,6,No,1,5,Medium,2,8,3,Private University,4,Low
2025/12/01 01:15:59 AM GMT+6,19,Male,6,82,Yes,8,7,9,No,7,6,Low,5,8,9,Public University,20,Medium
2025/12/01 01:52:28 AM GMT+6,19,Male,6,76,No,7,7,5,No,7,9,Medium,5,8,7,Public University,24,High
2025/12/01 02:28:57 AM GMT+6,20,Female,8,55,Yes,8,7,6,No,7,9,High,8,5,4,Private University,24,High
2025/12/01 03:05:26 AM GMT+6,20,Female,2,40,No,1,6,4,Yes,5,1,High,7,5,4,National University,6,Low
2025/12/01 03:41:54 AM GMT+6,23,Female,5,71,No,6,8,7,No,7,7,High,9,9,4,Public University,16,Medium
2025/12/01 04:18:23 AM GMT+6,23,Male,2,86,No,5,3,9,No,1,1,Medium,9,5,5,Private University,1,Low
2025/12/01 04:54:52 AM GMT+6,22,Male,9,85,No,6,9,6,Yes,3,3,Medium,8,7,1,Private University,7,Low
2025/12/01 05:31:21 AM GMT+6,23,Male,9,66,Yes,9,4,5,Yes,6,4,Medium,3,5,5,Private University,16,Medium
2025/12/01 06:07:50 AM GMT+6,22,Male,9,40,Yes,5,1,7,No,6,6,High,4,8,3,Private University,6,Low
2025/12/01 06:44:18 AM GMT+6,23,Male,4,48,No,8,1,5,No,5,4,Medium,5,9,3,Private University,7,Low
2025/12/01 07:20:47 AM GMT+6,21,Female,5,45,No,6,9,8,No,6,9,High,4,8,7,Private University,21,High
2025/12/01 07:57:16 AM GMT+6,21,Female,8,98,No,1,8,8,Yes,2,5,Low,1,5,9,National University,10,Low
2025/12/01 08:33:45 AM GMT+6,22,Female,0,51,No,2,5,5,Yes,6,2,Medium,9,7,1,National University,2,Low
2025/12/01 09:10:13 AM GMT+6,24,Female,5,52,No,8,6,7,No,5,6,Low,4,9,7,Public University,16,Medium
2025/12/01 09:46:42 AM GMT+6,20,Male,9,40,No,8,4,7,No,3,1,Medium,5,8,3,Public University,4,Low
2025/12/01 10:23:11 AM GMT+6,23,Female,8,68,No,6,2,8,No,6,6,High,2,4,3,Public University,11,Medium
2025/12/01 10:59:40 AM GMT+6,24,Female,8,52,No,4,1,8,No,5,11,High,7,2,5,Public University,16,Medium
2025/12/01 11:36:09 AM GMT+6,23,Male,1,96,Yes,5,8,9,No,4,5,Medium,2,5,7,National University,15,Medium
2025/12/01 12:12:37 PM GMT+6,19,Female,6,74,Yes,8,6,7,Yes,6,2,Low,1,1,1,Public University,13,Medium
2025/12/01 12:49:06 PM GMT+6,19,Male,3,47,Yes,8,9,9,No,6,9,Low,5,1,8,Private University,30,High
2025/12/01 01:25:35 PM GMT+6,21,Female,7,70,No,5,3,4,Yes,7,10,Low,1,1,7,Public University,25,High
2025/12/01 02:02:04 PM GMT+6,21,Male,9,81,No,2,8,7,No,2,8,Medium,4,3,8,Public University,18,Medium
2025/12/01 02:38:32 PM GMT+6,19,Male,4,76,Yes,4,4,4,Yes,7,11,Low,4,1,1,Private University,20,Medium
